"yearNumber","Time","dcAnnualHealthUS","dcOUDNoTxExcess","dcOUDTxExcess","dcMethadone","dcBuprenorphine","dcNaltrexone","dcOverdoseNonfatal","dcOverdoseFatal","dcNetProductivity","dcCM","dcTherapy","dcHubSpoke","dcED","dcTH","nRun"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5427.42101525671,4948.22453406322,11662.9280220913,3256.84697892892,2654.73362393364,574331.120494782,2662.36802750048,3378.18637363113,25714.397511001,415.144876999181,0,"Basecase"
0,2021,6520,7598,6078,8956.64454896073,5640.97183746635,12282.7341880677,4376.93,3567.74,771853,0,0,0,0,0,"1"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8695.77140675799,5476.67168686053,11924.9846486094,4249.44660194175,3463.82524271845,749371.844660194,1429.43064924872,1215.69271575777,11859.9755803101,151.875376391794,0,"1"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,8442.49651141552,5317.1569775345,11577.6549986499,4125.6763125648,3362.93712885286,727545.480252616,2775.59349368684,2360.56838011218,23029.0787967185,294.903643479212,0,"1"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,8196.59855477235,5162.2883277034,11240.4417462621,4005.51098307263,3264.98750374064,706354.835196714,4042.12644711675,3437.72094191094,33537.4933932794,429.471325455163,0,"1"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7957.86267453626,5011.93041524602,10913.0502390894,3888.84561463362,3169.89078033072,685781.393394868,3924.39460885121,3337.59314748635,32560.6731973587,416.962451898217,0,"1"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7726.08026654006,4865.95185946215,10595.1944068829,3775.57826663458,3077.56386439876,665807.17805327,3810.09185325361,3240.38169658868,31612.3040751055,404.817914464288,0,"1"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7501.04880246608,4724.22510627393,10286.5965115368,3665.60996760639,2987.92608194054,646414.735974049,3699.11830412971,3146.00164717348,30691.5573544714,393.027101421639,0,"1"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,7282.57165287969,4586.62631677081,9986.98690440467,3558.84462874406,2900.89910868014,627587.122304901,3591.37699430069,3054.37053123639,29797.6284994868,381.579710118096,0,"1"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,7070.45791541717,4453.03525900079,9696.10379068414,3455.18895994569,2816.4069016312,609307.885732914,3486.77378087446,2965.40828275377,28929.7364072687,370.465737978734,0,"1"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6864.52224797784,4323.33520291338,9413.69300066422,3354.55238829679,2734.37563265165,591561.054109625,3385.21726298491,2879.03716772211,28087.1227255036,359.675473765761,0,"1"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6664.5847067746,4197.41281836251,9139.50776763516,3256.84697892892,2654.73362393364,574331.120494782,3286.6187019271,2795.18171623506,27269.0511898093,349.199489092972,0,"1"
0,2021,6520,7598,6078,8888.78028938989,7391.59562525456,18364.8578040726,4376.93,3567.74,771853,0,0,0,0,0,"2"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8629.88377610669,7176.30643228598,17829.9590330802,4249.44660194175,3463.82524271845,749371.844660194,1073.84717760933,1831.95675032825,10127.6486349997,189.998772018375,0,"2"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,8378.52793796766,6967.2877983359,17310.6398379419,4125.6763125648,3362.93712885286,727545.480252616,2085.14015069773,3557.19757345292,19665.3371553393,368.929654404612,0,"2"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,8134.49314365792,6764.35708576301,16806.4464446038,4005.51098307263,3264.98750374064,706354.835196714,3036.61186994815,5180.38481570813,28638.8405174844,537.276195734872,0,"2"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7897.56615889119,6567.33697646894,16316.9382957318,3888.84561463362,3169.89078033072,685781.393394868,2948.16686402733,5029.49982107585,27804.6995315383,521.627374499875,0,"2"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7667.53996008853,6376.05531696014,15841.6876657591,3775.57826663458,3077.56386439876,665807.17805327,2862.29792624013,4883.0095350251,26994.8539141148,506.434344174636,0,"2"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7444.21355348401,6190.34496792246,15380.2792871447,3665.60996760639,2987.92608194054,646414.735974049,2778.93002547585,4740.78595633505,26208.5960331212,491.683829295763,0,"2"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,7227.39179949904,6010.04365817715,14932.3099875191,3558.84462874406,2900.89910868014,627587.122304901,2697.99031599597,4602.70481197578,25445.2388671079,477.362941063848,0,"2"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,7016.88524223208,5834.99384289044,14497.3883373972,3455.18895994569,2816.4069016312,609307.885732914,2619.4080737825,4468.64544852017,24704.1154049592,463.459166081406,0,"2"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6812.50994391464,5665.04256591305,14075.1343081526,3354.55238829679,2734.37563265165,591561.054109625,2543.11463474029,4338.49072671861,23984.5780630672,449.96035541884,0,"2"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6614.08732418897,5500.04132612917,13665.178939954,3256.84697892892,2654.73362393364,574331.120494782,2469.04333469931,4212.12691914428,23285.9981194827,436.854713998874,0,"2"
0,2021,6520,7598,6078,6339.28998625465,6305.04785341909,12533.7587511817,4376.93,3567.74,771853,0,0,0,0,0,"3"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6154.65047209189,6121.40568293116,12168.6978166812,4249.44660194175,3463.82524271845,749371.844660194,1254.22873635419,1661.03706856312,10529.749864441,204.76677146164,0,"3"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5975.3888078562,5943.1123135254,11814.2697249332,4125.6763125648,3362.93712885286,727545.480252616,2435.39560457125,3225.31469623908,20446.1162416331,397.605381478912,0,"3"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5801.34835714195,5770.01195487902,11470.1647814886,4005.51098307263,3264.98750374064,706354.835196714,3546.69262801638,4697.06023724137,29775.8974392714,579.036963318804,0,"3"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5632.37704576888,5601.95335425148,11136.0823121248,3888.84561463362,3169.89078033072,685781.393394868,3443.39090098677,4560.2526575159,28908.6382905548,562.171809047383,0,"3"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5468.32722890183,5438.78966432182,10811.7304001212,3775.57826663458,3077.56386439876,665807.17805327,3343.09796212308,4427.42976457854,28066.6391170435,545.797872861537,0,"3"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5309.05556204061,5280.37831487556,10496.8256311856,3665.60996760639,2987.92608194054,646414.735974049,3245.72617681853,4298.47549959082,27249.1641913044,529.900847438385,0,"3"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5154.42287576758,5126.5808882287,10191.0928458113,3558.84462874406,2900.89910868014,627587.122304901,3151.19046293061,4173.27718406875,26455.4992148586,514.466842173189,0,"3"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5004.29405414328,4977.26299828029,9894.2648988459,3455.18895994569,2816.4069016312,609307.885732914,3059.40821643748,4051.72542142597,25684.9506940375,499.482371041931,0,"3"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4858.53791664396,4832.29417308766,9606.08242606398,3354.55238829679,2734.37563265165,591561.054109625,2970.29923925969,3933.71400138444,24936.845334017,484.934340817409,0,"3"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4717.02710353783,4691.5477408618,9326.29361753784,3256.84697892892,2654.73362393364,574331.120494782,2883.78566918417,3819.13980716936,24210.5294505019,470.810039628553,0,"3"
0,2021,6520,7598,6078,6400.7535482063,5203.59233173076,15073.0991844484,4376.93,3567.74,771853,0,0,0,0,0,"4"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6214.32383321,5052.03139002986,14634.0768781052,4249.44660194175,3463.82524271845,749371.844660194,1102.60712243609,1542.71673879731,10527.5403455602,170.225622248839,0,"4"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6033.32410991262,4904.88484468919,14207.8416292284,4125.6763125648,3362.93712885286,727545.480252616,2140.9847037594,2995.56648310157,20441.8259137091,330.535188832697,0,"4"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5857.59622321613,4762.02412105746,13794.0209992508,4005.51098307263,3264.98750374064,706354.835196714,3117.93888897,4362.47546082753,29769.6493888968,481.36192548451,0,"4"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5686.98662448168,4623.32438937618,13392.2533973309,3888.84561463362,3169.89078033072,685781.393394868,3027.12513492233,4235.41306876459,28902.5722222299,467.34167522768,0,"4"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5521.34623736086,4488.66445570503,13002.1877643989,3775.57826663458,3077.56386439876,665807.17805327,2938.95644167216,4112.05152307242,28060.7497303203,453.729781774446,0,"4"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5360.53032753481,4357.9266560243,12623.4832664067,3665.60996760639,2987.92608194054,646414.735974049,2853.35576861375,3992.28303210914,27243.4463401168,440.514351237326,0,"4"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5204.39837624739,4230.99675342165,12255.8089965114,3558.84462874406,2900.89910868014,627587.122304901,2770.24831904248,3876.00294379528,26449.947903026,427.683836152744,0,"4"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5052.81395752174,4107.76383827345,11898.8436859334,3455.18895994569,2816.4069016312,609307.885732914,2689.56147479852,3763.10965417018,25679.561070899,415.227025391014,0,"4"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4905.64461895314,3988.12023133344,11552.2754232363,3354.55238829679,2734.37563265165,591561.054109625,2611.2247328141,3653.50451861182,24931.6126901932,403.133034360207,0,"4"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4762.76176597393,3871.96138964412,11215.8013817828,3256.84697892892,2654.73362393364,574331.120494782,2535.16964350883,3547.09176564255,24205.4492137798,391.391295495347,0,"4"
0,2021,6520,7598,6078,6894.69714707811,5321.86894091428,18962.7371749254,4376.93,3567.74,771853,0,0,0,0,0,"5"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6693.88072531856,5166.86304943134,18410.4244416751,4249.44660194175,3463.82524271845,749371.844660194,1146.95591206005,1636.50870681243,8568.9462452995,189.331087964644,0,"5"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6498.913325552,5016.37189265179,17874.1984870632,4125.6763125648,3362.93712885286,727545.480252616,2227.09885836904,3177.68680934453,16638.7305733971,367.633180513872,0,"5"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6309.62458791456,4870.26397344834,17353.5907641391,4005.51098307263,3264.98750374064,706354.835196714,3243.34785199374,4627.6992369095,24231.1610292191,535.38812696195,0,"5"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6125.84911448015,4728.41162470712,16848.1463729506,3888.84561463362,3169.89078033072,685781.393394868,3148.88140970266,4492.91188049466,23525.3990574942,519.79429802131,0,"5"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5947.42632473801,4590.69089777391,16357.4236630588,3775.57826663458,3077.56386439876,665807.17805327,3057.16641718705,4362.05036941229,22840.1932597031,504.654658273117,0,"5"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5774.20031527963,4456.98145414942,15880.9938476299,3665.60996760639,2987.92608194054,646414.735974049,2968.12273513306,4235.00035865271,22174.9449123332,489.955978905939,0,"5"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5606.01972357245,4327.16646033925,15418.4406287669,3558.84462874406,2900.89910868014,627587.122304901,2881.67255838161,4111.65083364341,21529.0727304205,475.685416413533,0,"5"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5442.73759570141,4201.13248576626,14969.3598337543,3455.18895994569,2816.4069016312,609307.885732914,2797.74034794331,3991.89401324603,20902.0123596316,461.830501372362,0,"5"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5284.21125796253,4078.76940365656,14533.3590618973,3354.55238829679,2734.37563265165,591561.054109625,2716.2527649935,3875.62525557867,20293.2158831375,448.379127545982,0,"5"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5130.30219219663,3959.9702948122,14110.0573416479,3256.84697892892,2654.73362393364,574331.120494782,2637.13860678981,3762.74296658123,19702.1513428519,435.319541306779,0,"5"
0,2021,6520,7598,6078,6714.78294708161,7338.35344329127,14289.1819703493,4376.93,3567.74,771853,0,0,0,0,0,"6"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6519.20674473942,7124.61499348667,13872.9922042226,4249.44660194175,3463.82524271845,749371.844660194,907.377589490373,1291.58314826151,13033.8094439659,180.767399563192,0,"6"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6329.32693664022,6917.10193542395,13468.924470119,4125.6763125648,3362.93712885286,727545.480252616,1761.89823202014,2507.92844322623,25308.367852361,351.004659346004,0,"6"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6144.97760838856,6715.63294701355,13076.6256991447,4005.51098307263,3264.98750374064,706354.835196714,2565.87121167982,3652.32297557218,36856.8463869334,511.171833999034,0,"6"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5965.99767804715,6520.03198739179,12695.7531059657,3888.84561463362,3169.89078033072,685781.393394868,2491.13709871827,3545.94463647784,35783.3460067315,496.283333979645,0,"6"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5792.23075538558,6330.12814309883,12325.9738892871,3775.57826663458,3077.56386439876,665807.17805327,2418.57970749347,3442.66469560956,34741.1126278946,481.828479591888,0,"6"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5623.52500522872,6145.75547873673,11966.9649410554,3665.60996760639,2987.92608194054,646414.735974049,2348.13563834317,3342.39290835879,33729.2355610628,467.794640380474,0,"6"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5459.73301478516,5966.7528919774,11618.4125641315,3558.84462874406,2900.89910868014,627587.122304901,2279.74333819725,3245.04165860077,32746.8306418085,454.169553767451,0,"6"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5300.71166483996,5792.96397279359,11280.0121981859,3455.18895994569,2816.4069016312,609307.885732914,2213.34304679345,3150.52588213667,31793.0394580665,440.941314337331,0,"6"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5146.32200469899,5624.2368667899,10951.4681535786,3354.55238829679,2734.37563265165,591561.054109625,2148.87674445966,3058.7629923657,30867.0286000646,428.098363434302,0,"6"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4996.42913077572,5460.42414251446,10632.4933529889,3256.84697892892,2654.73362393364,574331.120494782,2086.28810141715,2969.67280812204,29967.9889321015,415.629479062429,0,"6"
0,2021,6520,7598,6078,7120.33203517017,7979.1117766581,15763.6065207776,4376.93,3567.74,771853,0,0,0,0,0,"7"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6912.94372346618,7746.71046277485,15304.4723502695,4249.44660194175,3463.82524271845,749371.844660194,1275.79447190567,1775.31662046409,11377.1714498409,219.801860047239,0,"7"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6711.59584802542,7521.07811919889,14858.7110196791,4125.6763125648,3362.93712885286,727545.480252616,2477.2708192343,3447.21673876522,22091.5950482348,426.799728247066,0,"7"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6516.11247381109,7302.01759145523,14425.9330288147,4005.51098307263,3264.98750374064,706354.835196714,3607.67595034122,5020.21855159984,32172.2257984003,621.553002301553,0,"7"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6326.32279010785,7089.33746743226,14005.7602221502,3888.84561463362,3169.89078033072,685781.393394868,3502.59801004002,4873.99859378625,31235.1706780585,603.449516797624,0,"7"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6142.06096126976,6882.85191012841,13597.8254583982,3775.57826663458,3077.56386439876,665807.17805327,3400.58059227186,4732.03746969539,30325.4084252995,585.873317279247,0,"7"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5963.1659818153,6682.3804952703,13201.772289707,3665.60996760639,2987.92608194054,646414.735974049,3301.53455560375,4594.21113562659,29442.1441022325,568.809045902181,0,"7"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5789.48153574301,6487.74805366049,12817.254650201,3558.84462874406,2900.89910868014,627587.122304901,3205.3733549551,4460.39916080252,28584.6059244976,552.24179213804,0,"7"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5620.85585994467,6298.78451811698,12443.9365535932,3455.18895994569,2816.4069016312,609307.885732914,3112.01296597582,4330.48462213837,27752.0445868909,536.15707974567,0,"7"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5457.14161159677,6115.32477487085,12081.491799605,3354.55238829679,2734.37563265165,591561.054109625,3021.37181162701,4204.35400207608,26943.7326086319,520.540854122009,0,"7"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5298.19573941434,5937.20851929209,11729.6036889369,3256.84697892892,2654.73362393364,574331.120494782,2933.37069090001,4081.89708939426,26158.9636977009,505.379470021368,0,"7"
0,2021,6520,7598,6078,6527.88499714085,7516.8176735111,16189.0069772596,4376.93,3567.74,771853,0,0,0,0,0,"8"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6337.75242440859,7297.88123641855,15717.4825021938,4249.44660194175,3463.82524271845,749371.844660194,1151.66650771082,1376.67574940105,12613.4468054889,156.708033304016,0,"8"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6153.15769360057,7085.32158875587,15259.6917497027,4125.6763125648,3362.93712885286,727545.480252616,2236.24564604043,2673.15679495349,24492.129719396,304.28744330877,0,"8"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5973.93950835007,6878.95299879211,14815.2347084493,4005.51098307263,3264.98750374064,706354.835196714,3256.66841656373,3892.94678876722,35668.1500767903,443.137053362286,0,"8"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5799.94127024279,6678.59514445836,14383.7230179119,3888.84561463362,3169.89078033072,685781.393394868,3161.81399666382,3779.55998909438,34629.2719192139,430.230148895423,0,"8"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5631.01094198329,6484.07295578481,13964.7796290407,3775.57826663458,3077.56386439876,665807.17805327,3069.72232685807,3669.47571756736,33620.6523487513,417.699173684877,0,"8"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5467.00091454688,6295.216461927,13558.0384747968,3665.60996760639,2987.92608194054,646414.735974049,2980.31293869716,3562.59778404598,32641.4100473314,405.533178334832,0,"8"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5307.76787820086,6111.86064264758,13163.1441502881,3558.84462874406,2900.89910868014,627587.122304901,2893.50770747297,3458.83280004464,31690.6893663412,393.721532363915,0,"8"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5153.17269728238,5933.84528412386,12779.7516022215,3455.18895994569,2816.4069016312,609307.885732914,2809.23078395434,3358.09009713072,30767.659578972,382.253914916422,0,"8"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5003.08028862367,5761.0148389552,12407.5258273995,3354.55238829679,2734.37563265165,591561.054109625,2727.40852811101,3260.28164769973,29871.5141543417,371.120305744099,0,"8"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4857.35950351813,5593.21829024777,12046.1415799995,3256.84697892892,2654.73362393364,574331.120494782,2647.96944476797,3165.32198805799,29001.470052759,360.310976450582,0,"8"
0,2021,6520,7598,6078,7114.10524345911,8078.65081995842,19367.8457869443,4376.93,3567.74,771853,0,0,0,0,0,"9"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6906.8982946205,7843.35031063924,18803.7337737323,4249.44660194175,3463.82524271845,749371.844660194,1165.33889282038,1153.9544923017,9909.53237693538,141.696271110615,0,"9"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6705.72649963155,7614.90321421286,18256.0522075071,4125.6763125648,3362.93712885286,727545.480252616,2262.79396664152,2240.68833456641,19241.8104406512,275.138390506049,0,"9"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6510.41407731218,7393.10991671151,17724.3225315603,4005.51098307263,3264.98750374064,706354.835196714,3295.33101938085,3263.13835131031,28022.0540397833,400.68697646512,0,"9"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6320.79036632251,7177.77661816652,17208.0801277284,3888.84561463362,3169.89078033072,685781.393394868,3199.35050425325,3168.09548670903,27205.8777085275,389.016482004971,0,"9"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6136.68967604127,6968.71516326846,16706.8739104159,3775.57826663458,3077.56386439876,665807.17805327,3106.16553810995,3075.82086088256,26413.4735034248,377.685904859195,0,"9"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5957.95114178764,6765.74287695967,16220.2659324427,3665.60996760639,2987.92608194054,646414.735974049,3015.69469719413,2986.23384551705,25644.1490324512,366.685344523491,0,"9"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5784.41858425985,6568.68240481521,15747.8310023715,3558.84462874406,2900.89910868014,627587.122304901,2927.85892931469,2899.25616069616,24897.232070341,356.005188857758,0,"9"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5615.94037306781,6377.36155807302,15289.1563129821,3455.18895994569,2816.4069016312,609307.885732914,2842.58148477154,2814.81180650113,24172.0699712049,345.636105687143,0,"9"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5452.36929424059,6191.61316317769,14843.8410805651,3354.55238829679,2734.37563265165,591561.054109625,2759.78784929276,2732.82699660304,23468.0290982571,335.569034647712,0,"9"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5293.56242159281,6011.2749157065,14411.4961947234,3256.84697892892,2654.73362393364,574331.120494782,2679.40567892501,2653.23009378936,22784.4942701526,325.795179269623,0,"9"
0,2021,6520,7598,6078,8412.15459042089,5732.73335701087,16093.0554215198,4376.93,3567.74,771853,0,0,0,0,0,"10"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8167.14037904941,5565.76054078726,15624.325651961,4249.44660194175,3463.82524271845,749371.844660194,1181.8988241412,1774.20108824513,9979.51996138095,222.958952570503,0,"10"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7929.26250393146,5403.65101047307,15169.2482057873,4125.6763125648,3362.93712885286,727545.480252616,2294.94917308971,3445.05065678666,19377.7086628756,432.930004991268,0,"10"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7698.31311061307,5246.26311696414,14727.425442512,4005.51098307263,3264.98750374064,706354.835196714,3342.15898993647,5017.06406328155,28219.964072149,630.480589793108,0,"10"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7474.09039865347,5093.45933685839,14298.4713034097,3888.84561463362,3169.89078033072,685781.393394868,3244.81455333638,4870.9359837685,27398.0233710184,612.117077469037,0,"10"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7256.39844529463,4945.1061522897,13882.0109741842,3775.57826663458,3077.56386439876,665807.17805327,3150.30539158872,4729.06406191116,26600.0226903091,594.28842472722,0,"10"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7045.04703426663,4801.07393426184,13477.6805574604,3665.60996760639,2987.92608194054,646414.735974049,3058.54892387254,4591.32433195258,25825.264747873,576.979053133224,0,"10"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6839.85148957925,4661.23682938043,13085.1267548159,3558.84462874406,2900.89910868014,627587.122304901,2969.46497463354,4457.59643878892,25073.0725707504,560.173837993421,0,"10"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6640.63251415461,4525.47264988391,12704.0065580737,3455.18895994569,2816.4069016312,609307.885732914,2882.9757035277,4327.76353280477,24342.7889036412,543.858095139244,0,"10"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6447.21603315982,4393.66276687758,12333.9869495861,3354.55238829679,2734.37563265165,591561.054109625,2799.00553740554,4201.71216777162,23633.7756346031,528.017568096353,0,"10"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6259.43304190274,4265.69200667727,11974.7446112486,3256.84697892892,2654.73362393364,574331.120494782,2717.48110427722,4079.33220172002,22945.4132374787,512.638415627527,0,"10"
0,2021,6520,7598,6078,7679.56474046595,8111.80803746101,12799.9509077824,4376.93,3567.74,771853,0,0,0,0,0,"11"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7455.88809753976,7875.54178394273,12427.1368036723,4249.44660194175,3463.82524271845,749371.844660194,1196.6954376752,1691.10907420356,10886.59916328,176.63911369593,0,"11"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7238.72630829103,7646.15707178906,12065.1813627886,4125.6763125648,3362.93712885286,727545.480252616,2323.68046150524,3283.70694020109,21139.0275015146,342.98857028336,0,"11"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7027.88961970003,7423.45346775637,11713.768313387,4005.51098307263,3264.98750374064,706354.835196714,3384.00067209501,4782.09748572975,30784.99150706,499.497917888388,0,"11"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6823.19380553401,7207.23637646249,11372.5905955213,3888.84561463362,3169.89078033072,685781.393394868,3285.43754572331,4642.8130929415,29888.3412689903,484.949434843095,0,"11"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6624.46000537282,6997.31687035194,11041.3500927392,3775.57826663458,3077.56386439876,665807.17805327,3189.74519002263,4507.58552712767,29017.8070572722,470.824694022423,0,"11"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6431.51456832313,6793.51152461353,10719.7573715914,3665.60996760639,2987.92608194054,646414.735974049,3096.83999031323,4376.29662827929,28172.6282109438,457.111353419828,0,"11"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6244.18890128459,6595.64225690634,10407.5314287295,3558.84462874406,2900.89910868014,627587.122304901,3006.6407672944,4248.83167794106,27352.0662242173,443.797430504687,0,"11"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6062.31932163553,6403.53617175373,10104.3994453685,3455.18895994569,2816.4069016312,609307.885732914,2919.06870611107,4125.0792989719,26555.4041011819,430.871291752123,0,"11"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5885.74691420925,6217.02540946964,9810.09654890144,3354.55238829679,2734.37563265165,591561.054109625,2834.04728748647,4004.93135822515,25781.9457293028,418.32164247779,0,"11"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5714.31739243616,6035.94699948509,9524.36558145771,3256.84697892892,2654.73362393364,574331.120494782,2751.50222086065,3888.28287206325,25031.0152711677,406.137516968728,0,"11"
0,2021,6520,7598,6078,6793.78144657309,8202.06297913101,19006.5659430171,4376.93,3567.74,771853,0,0,0,0,0,"12"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6595.90431706125,7963.16794090389,18452.976643706,4249.44660194175,3463.82524271845,749371.844660194,1373.49562921959,1160.14857806075,9467.32141707841,170.818616579814,0,"12"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6403.7905990886,7731.2310105863,17915.5113045689,4125.6763125648,3362.93712885286,727545.480252616,2666.98180430989,2252.71568555486,18383.1483826765,331.686634135562,0,"12"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6217.27242629961,7506.04952484107,17393.700295698,4005.51098307263,3264.98750374064,706354.835196714,3883.95408394644,3280.65391100223,26771.5753145775,483.038787576061,0,"12"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6036.1868216501,7287.42672314667,16887.0876657262,3888.84561463362,3169.89078033072,685781.393394868,3770.82920771499,3185.10088446818,25991.8206937645,468.969696675787,0,"12"
